start_sec,end_sec,task,hand_side,verb,manipulated_object,affected_object
1.0,27.16,remove_culture_medium,,,,
27.54,53.63,add_pbs,,,,
53.64,57.2,shake_plate,,,,
57.2,67.4,aspirate_pbs,,,,
68.6,79.12,add_pbs,,,,
79.12,82.83,shake_plate,,,,
82.92,97.89,aspirate_pbs,,,,
98.73,122.0,add_cell_lystate,,,,
122.0,127.19999999999999,shake_plate,,,,
127.19999999999999,147.34,transfer_cell_lystate_to_tube,,,,
147.38,153.73,spindown,,,,
153.81,169.82,aspirate_supernatant,,,,
1.13,2.0,,left,take,cell_culture_plate_lid,cell_culture_plate
2.4699999999999998,4.33,,left,put,cell_culture_plate_lid,
4.59,5.35,,right,take,blue_pipette,
5.699999999999999,7.49,,left,open,blue_tip_rack,
7.0,8.45,,right,insert,blue_pipette,blue_tip
8.57,10.2,,left,close,blue_tip_rack,
10.5,11.77,,left,take,cell_culture_plate,
11.02,13.71,,right,insert,blue_pipette,cell_culture_plate
11.87,12.46,,right,press,blue_pipette,
13.71,16.96,,right,release,blue_pipette,
16.96,17.25,,right,detach,blue_pipette,cell_culture_plate
17.06,17.69,,left,put,cell_culture_plate,
18.22,19.72,,left,open,50ml_tube,
19.86,20.82,,right,insert,blue_pipette,50ml_tube
20.82,21.81,,right,press,blue_pipette,
21.9,22.3,,right,detach,blue_pipette,50ml_tube
22.08,22.45,,right,release,blue_pipette,
23.02,23.78,,right,eject,blue_pipette,blue_tip
24.2,24.58,,right,put,blue_pipette,left_hand
24.2,24.58,,left,take,blue_pipette,right_hand
24.66,25.05,,right,take,pen,
26.11,26.65,,right,put,pen,
26.76,27.15,,right,take,blue_pipette,left_hand
26.76,27.15,,left,put,blue_pipette,right_hand
29.0,29.979999999999997,,left,open,blue_tip_rack,
29.509999999999998,39.01,,right,insert,blue_pipette,blue_tip
42.4,43.2,,right,open,50ml_tube,
43.67,46.49,,right,insert,blue_pipette,50ml_tube
43.99,44.6,,right,press,blue_pipette,
44.09,44.45,,left,take,50ml_tube_rack,
46.49,47.72,,right,release,blue_pipette,
47.8,48.15,,right,detach,blue_pipette,50ml_tube
47.89,48.74,,left,put,50ml_tube_rack,
48.67,49.84,,right,insert,blue_pipette,cell_culture_plate
48.9,49.85,,left,take,cell_culture_plate,
49.84,52.86,,right,press,blue_pipette,
52.72,53.1,,left,put,cell_culture_plate,
52.86,53.21,,right,detach,blue_pipette,cell_culture_plate
52.9,53.3,,right,release,blue_pipette,
53.16,53.62,,left,take,cell_culture_plate,
53.64,57.2,,left,shake,cell_culture_plate,
53.81,54.55,,right,eject,blue_pipette,blue_tip
57.2,57.7,,left,put,cell_culture_plate,
57.47,58.65,,right,insert,blue_pipette,blue_tip
58.84,59.29,,left,take,cell_culture_plate,
59.19,60.97,,right,insert,blue_pipette,cell_culture_plate
59.55,60.2,,right,press,blue_pipette,
60.97,64.07,,right,release,blue_pipette,
64.07,64.37,,right,detach,blue_pipette,cell_culture_plate
64.16,64.79,,left,put,cell_culture_plate,
64.63,65.36,,right,insert,blue_pipette,50ml_tube
65.37,66.3,,right,press,blue_pipette,
66.3,66.55,,right,detach,blue_pipette,50ml_tube
66.33,66.65,,right,release,blue_pipette,
66.56,67.25,,right,eject,blue_pipette,blue_tip
68.8,70.4,,right,insert,blue_pipette,blue_tip
70.92,72.75,,right,insert,blue_pipette,50ml_tube
71.3,71.8,,right,press,blue_pipette,
72.75,74.04,,right,release,blue_pipette,
