start_sec,end_sec,task,hand_side,verb,manipulated_object,affected_object
1.0,62.010000000000005,transfer_sample_to_8_tube_stripes,,,,
62.67,89.58,transfer_pcrmix_to_8_tube_stripes,,,,
89.74000000000001,117.57000000000001,transfer_forward_primer_to_8_tube_stripes,,,,
117.73,144.39999999999998,transfer_reverse_primer_to_8_tube_stripes,,,,
144.75,171.95,transfer_template_dna_to_8_tube_stripes,,,,
172.14,198.85,transfer_water_to_8_tube_stripes,,,,
198.85,207.31,close_8_tube_stripes_lid,,,,
207.41,216.70999999999998,vortex_8_tube_stripes,,,,
216.70999999999998,222.94,spindown_8_tube_stripes,,,,
223.04,226.26999999999998,load_8_tube_stripes_to_pcr_machine,,,,
1.08,5.2,,right,open,8_tube_stripes,
1.08,5.2,,left,open,8_tube_stripes,
5.2,5.5200000000000005,,right,take,8_tube_stripes_lid,8_tube_stripes
5.2,5.5200000000000005,,left,take,8_tube_stripes_lid,8_tube_stripes
5.5200000000000005,6.13,,right,put,8_tube_stripes_lid,
5.5200000000000005,6.13,,left,put,8_tube_stripes_lid,
6.9799999999999995,7.7,,right,take,red_pipette,
7.680000000000001,8.95,,left,open,red_tip_rack,
8.02,9.600000000000001,,right,insert,red_pipette,red_tip
10.219999999999999,11.079999999999998,,left,open,micro_tube,
11.39,12.48,,right,insert,red_pipette,micro_tube
11.55,12.84,,right,press,red_pipette,
12.84,13.46,,right,release,red_pipette,
13.46,14.05,,right,detach,red_pipette,micro_tube
15.23,16.509999999999998,,left,take,8_tube_stripes,8_tube_stripes_rack
17.14,18.279999999999998,,right,insert,red_pipette,8_tube_stripes
18.279999999999998,19.009999999999998,,right,press,red_pipette,
18.919999999999998,19.18,,right,detach,red_pipette,8_tube_stripes
19.009999999999998,19.25,,right,release,red_pipette,
19.37,19.87,,right,eject,red_pipette,red_tip
20.04,20.72,,right,insert,red_pipette,red_tip
21.08,21.919999999999998,,right,insert,red_pipette,micro_tube
21.22,22.04,,right,press,red_pipette,
22.04,22.59,,right,release,red_pipette,
22.59,22.86,,right,detach,red_pipette,micro_tube
23.0,23.72,,right,insert,red_pipette,8_tube_stripes
23.72,24.36,,right,press,red_pipette,
24.169999999999998,24.439999999999998,,right,detach,red_pipette,8_tube_stripes
24.36,24.529999999999998,,right,release,red_pipette,
24.62,25.029999999999998,,right,eject,red_pipette,red_tip
25.21,26.150000000000002,,right,insert,red_pipette,red_tip
26.45,27.12,,right,insert,red_pipette,micro_tube
26.499999999999996,27.419999999999998,,right,press,red_pipette,
27.419999999999998,27.999999999999996,,right,release,red_pipette,
27.999999999999996,28.220000000000002,,right,detach,red_pipette,micro_tube
28.330000000000002,29.05,,right,insert,red_pipette,8_tube_stripes
29.05,29.749999999999996,,right,press,red_pipette,
29.59,29.84,,right,detach,red_pipette,8_tube_stripes
29.749999999999996,29.959999999999997,,right,release,red_pipette,
30.06,30.48,,right,eject,red_pipette,red_tip
30.679999999999996,31.749999999999996,,right,insert,red_pipette,red_tip
31.84,32.290000000000006,,right,insert,red_pipette,micro_tube
31.87,32.67,,right,press,red_pipette,
32.67,33.17,,right,release,red_pipette,
33.17,33.45,,right,detach,red_pipette,micro_tube
33.52,34.220000000000006,,right,insert,red_pipette,8_tube_stripes
34.220000000000006,35.080000000000005,,right,press,red_pipette,
34.84,35.09,,right,detach,red_pipette,8_tube_stripes
35.080000000000005,35.27,,right,release,red_pipette,
35.39,35.75,,right,eject,red_pipette,red_tip
35.85,36.78,,right,insert,red_pipette,red_tip
37.14,38.0,,right,press,red_pipette,
37.18,37.84,,right,insert,red_pipette,micro_tube
38.0,38.39,,right,release,red_pipette,
38.39,38.59,,right,detach,red_pipette,micro_tube
38.720000000000006,39.52,,right,insert,red_pipette,8_tube_stripes
39.52,40.21,,right,press,red_pipette,
40.150000000000006,40.43,,right,detach,red_pipette,8_tube_stripes
40.21,40.52,,right,release,red_pipette,
40.59,40.99,,right,eject,red_pipette,red_tip
41.2,42.07,,right,insert,red_pipette,red_tip
42.290000000000006,42.86,,right,insert,red_pipette,micro_tube
42.42,43.32,,right,press,red_pipette,
43.32,43.830000000000005,,right,release,red_pipette,
43.830000000000005,44.050000000000004,,right,detach,red_pipette,micro_tube
44.080000000000005,44.84,,right,insert,red_pipette,8_tube_stripes
44.92,45.550000000000004,,right,press,red_pipette,
45.45,45.64,,right,detach,red_pipette,8_tube_stripes
45.550000000000004,45.75,,right,release,red_pipette,
45.77,46.290000000000006,,right,eject,red_pipette,red_tip
46.39,47.690000000000005,,right,insert,red_pipette,red_tip
47.78,48.540000000000006,,right,insert,red_pipette,micro_tube
47.89,48.88,,right,press,red_pipette,
48.88,49.260000000000005,,right,release,red_pipette,
49.260000000000005,49.56,,right,detach,red_pipette,micro_tube
49.660000000000004,50.38,,right,insert,red_pipette,8_tube_stripes
50.38,50.940000000000005,,right,press,red_pipette,
50.88,51.13,,right,detach,red_pipette,8_tube_stripes
50.940000000000005,51.14,,right,release,red_pipette,
51.220000000000006,51.7,,right,eject,red_pipette,red_tip
51.870000000000005,52.77,,right,insert,red_pipette,red_tip
53.11,53.940000000000005,,right,insert,red_pipette,micro_tube
53.220000000000006,54.25,,right,press,red_pipette,
54.25,54.59,,right,release,red_pipette,
54.59,54.78,,right,detach,red_pipette,micro_tube
54.88,55.43,,right,insert,red_pipette,8_tube_stripes
55.43,56.2,,right,press,red_pipette,
56.14,56.38,,right,detach,red_pipette,8_tube_stripes
56.2,56.43,,right,release,red_pipette,
56.52,57.07,,right,eject,red_pipette,red_tip
57.31,57.870000000000005,,right,put,red_pipette,
58.53,59.510000000000005,,right,put,8_tube_stripes,8_tube_stripes_rack
58.53,59.510000000000005,,left,put,8_tube_stripes,8_tube_stripes_rack
59.870000000000005,60.480000000000004,,right,close,micro_tube,
60.870000000000005,61.85000000000001,,right,close,red_tip_rack,
62.81,63.790000000000006,,right,take,8_tube_stripes_lid,8_tube_stripes
62.81,63.790000000000006,,left,take,8_tube_stripes_lid,8_tube_stripes
63.790000000000006,64.46000000000001,,right,put,8_tube_stripes_lid,8_tube_stripes_rack
63.790000000000006,64.46000000000001,,left,put,8_tube_stripes_lid,8_tube_stripes_rack
64.69,65.32000000000001,,right,take,8_tube_stripes,8_tube_stripes_rack
64.69,65.32000000000001,,left,take,8_tube_stripes,8_tube_stripes_rack
65.32000000000001,65.92,,right,put,8_tube_stripes,8_tube_stripes_rack
65.32000000000001,65.92,,left,put,8_tube_stripes,8_tube_stripes_rack
66.08,66.84,,right,take,8_channel_pipette,
67.07000000000001,68.44,,left,open,8_channel_tip_rack,
68.01,70.10000000000001,,right,insert,8_channel_pipette,8_channel_tip
70.16,70.8,,left,close,8_channel_tip_rack,
72.24000000000001,73.72,,left,take,8_tube_stripes,8_tube_stripes_rack
72.26,73.12,,right,take,8_tube_stripes,8_tube_stripes_rack
73.74000000000001,74.41,,right,insert,8_channel_pipette,8_tube_stripes
73.76,76.26,,right,press,8_channel_pipette,
76.26,76.79,,right,release,8_channel_pipette,
76.79,77.08,,right,detach,8_channel_pipette,8_tube_stripes
77.26,78.02,,left,put,8_tube_stripes,8_tube_stripes_rack
78.22,79.34,,left,take,8_tube_stripes,8_tube_stripes_rack
79.44,80.94,,right,insert,8_channel_pipette,8_tube_stripes
80.94,81.56,,right,press,8_channel_pipette,
81.46000000000001,81.87,,right,detach,8_channel_pipette,8_tube_stripes
81.56,81.85000000000001,,right,release,8_channel_pipette,
81.93,83.09,,left,put,8_tube_stripes,8_tube_stripes_rack
83.61,84.5,,right,eject,8_channel_pipette,8_channel_tip
84.72,85.68,,right,put,8_channel_pipette,
86.01,86.84,,right,take,8_tube_stripes_lid,8_tube_stripes_rack
86.01,86.84,,left,take,8_tube_stripes_lid,8_tube_stripes_rack
86.84,87.54,,right,put,8_tube_stripes_lid,8_tube_stripes
86.84,87.54,,left,put,8_tube_stripes_lid,8_tube_stripes
87.65,89.5,,right,close,8_tube_stripes,
87.65,89.5,,left,close,8_tube_stripes,
89.82000000000001,90.59,,right,take,8_tube_stripes,8_tube_stripes_rack
89.82000000000001,90.59,,left,take,8_tube_stripes,8_tube_stripes_rack
90.59,91.31,,right,put,8_tube_stripes,8_tube_stripes_rack
90.59,91.31,,left,put,8_tube_stripes,8_tube_stripes_rack
91.69,92.71000000000001,,right,take,8_tube_stripes_lid,8_tube_stripes
91.69,92.71000000000001,,left,take,8_tube_stripes_lid,8_tube_stripes
