start_sec,end_sec,task,hand_side,verb,manipulated_object,affected_object
1.0,7.5,add_magnetic_beads,,,,
7.5,12.99,pipetting,,,,
12.99,20.590000000000003,pipetting,,,,
20.590000000000003,23.490000000000002,vortex,,,,
23.490000000000002,27.560000000000002,spindown,,,,
27.560000000000002,29.370000000000005,place_in_magnetic_rack,,,,
29.370000000000005,47.300000000000004,aspirate_supernatant,,,,
47.31,56.440000000000005,add_wash_buffer,,,,
56.440000000000005,63.86000000000001,pipetting,,,,
63.86000000000001,65.89,vortex,,,,
65.89,69.8,spindown,,,,
69.80999999999999,71.25,place_in_magnetic_rack,,,,
71.25,84.58,aspirate_supernatant,,,,
84.58,93.64999999999999,add_70pct_ethanol,,,,
93.64999999999999,102.13,pipetting,,,,
102.13,104.49,vortex,,,,
104.49,109.11,spindown,,,,
109.11,109.80999999999999,place_in_magnetic_rack,,,,
109.80999999999999,124.5,aspirate_supernatant,,,,
124.5,132.85000000000002,add_70pct_ethanol,,,,
132.85000000000002,140.21,pipetting,,,,
140.21,142.29000000000002,vortex,,,,
142.29000000000002,146.61,spindown,,,,
146.61,147.91,place_in_magnetic_rack,,,,
147.91,162.27,aspirate_supernatant,,,,
162.27,171.39000000000001,add_sterile_water,,,,
171.39000000000001,179.18,pipetting,,,,
179.18,181.43,vortex,,,,
181.43,185.92000000000002,spindown,,,,
185.94,187.17000000000002,place_in_magnetic_rack,,,,
187.17000000000002,209.20000000000002,transfer_supernatant_to_empty_tube,,,,
1.5499999999999998,2.3,,right,take,yellow_pipette,
2.5,3.3,,left,open,yellow_tip_rack,
3.3100000000000005,4.58,,right,insert,yellow_pipette,yellow_tip
4.58,5.210000000000001,,left,close,yellow_tip_rack,
5.390000000000001,6.130000000000001,,left,take,micro_tube,micro_tube_rack
6.51,7.33,,right,open,micro_tube,
7.73,8.74,,right,insert,yellow_pipette,micro_tube
7.99,8.49,,right,press,yellow_pipette,
8.74,9.22,,right,release,yellow_pipette,
9.22,9.61,,right,press,yellow_pipette,
9.61,9.950000000000001,,right,release,yellow_pipette,
9.950000000000001,10.19,,right,press,yellow_pipette,
10.19,10.53,,right,release,yellow_pipette,
10.53,10.790000000000001,,right,press,yellow_pipette,
10.790000000000001,11.14,,right,release,yellow_pipette,
11.14,11.58,,right,detach,yellow_pipette,micro_tube
11.58,12.06,,left,close,micro_tube,
12.225,12.99,,left,put,micro_tube,micro_tube_rack
13.26,14.1,,left,open,micro_tube,
14.255,14.965000000000002,,left,take,micro_tube,micro_tube_rack
15.215000000000002,16.17,,right,insert,yellow_pipette,micro_tube
16.18,16.53,,right,press,yellow_pipette,
16.53,16.799999999999997,,right,release,yellow_pipette,
16.810000000000002,17.07,,right,press,yellow_pipette,
17.07,17.520000000000003,,right,release,yellow_pipette,
17.520000000000003,17.92,,right,press,yellow_pipette,
17.92,18.240000000000002,,right,release,yellow_pipette,
18.240000000000002,18.840000000000003,,right,press,yellow_pipette,
18.840000000000003,19.29,,right,detach,yellow_pipette,micro_tube
19.090000000000003,19.689999999999998,,right,release,yellow_pipette,
19.090000000000003,19.89,,left,close,micro_tube,
19.384999999999998,19.990000000000002,,right,eject,yellow_pipette,yellow_tip
19.990000000000002,20.585,,right,put,yellow_pipette,
20.630000000000003,21.03,,right,take,micro_tube,left_hand
20.630000000000003,21.03,,left,put,micro_tube,right_hand
21.155,21.955,,right,put,micro_tube,vortex_mixer
22.990000000000002,23.490000000000002,,right,take,micro_tube,vortex_mixer
23.555,24.39,,right,put,micro_tube,centrifuge
24.520000000000003,25.28,,right,close,centrifuge,
25.685000000000002,26.255000000000003,,right,open,centrifuge,
25.695,26.415,,left,open,centrifuge,
26.53,27.479999999999997,,right,take,micro_tube,centrifuge
27.560000000000002,28.17,,right,put,micro_tube,left_hand
27.560000000000002,28.17,,left,take,micro_tube,right_hand
28.29,29.260000000000005,,left,put,micro_tube,magnetic_rack
29.410000000000004,29.910000000000004,,right,take,yellow_pipette,
29.915,30.845,,left,open,yellow_tip_rack,
30.835,31.595,,right,insert,yellow_pipette,yellow_tip
31.490000000000002,32.03,,left,close,yellow_tip_rack,
32.515,33.445,,left,open,micro_tube,
33.845,34.755,,left,take,magnetic_rack,
34.985,36.050000000000004,,right,insert,yellow_pipette,micro_tube
34.99,35.410000000000004,,right,press,yellow_pipette,
36.050000000000004,39.645,,right,release,yellow_pipette,
39.645,40.145,,right,detach,yellow_pipette,micro_tube
40.300000000000004,40.9,,right,insert,yellow_pipette,50ml_tube
40.9,41.230000000000004,,right,press,yellow_pipette,
41.230000000000004,41.49,,right,detach,yellow_pipette,50ml_tube
41.230000000000004,41.49,,right,release,yellow_pipette,
41.585,42.455000000000005,,right,insert,yellow_pipette,micro_tube
41.59,42.09,,right,press,yellow_pipette,
42.455000000000005,43.475,,right,release,yellow_pipette,
43.480000000000004,43.99,,right,detach,yellow_pipette,micro_tube
43.95,44.86,,left,put,magnetic_rack,
43.99,44.47,,right,insert,yellow_pipette,50ml_tube
44.485,44.635000000000005,,right,press,yellow_pipette,
44.635000000000005,44.99,,right,detach,yellow_pipette,50ml_tube
44.93,45.260000000000005,,right,release,yellow_pipette,
45.0,45.63,,left,close,micro_tube,
45.03,45.690000000000005,,right,eject,yellow_pipette,yellow_tip
46.010000000000005,46.42,,left,take,micro_tube,magnetic_rack
46.5,47.190000000000005,,left,put,micro_tube,micro_tube_rack
47.505,48.39,,left,open,yellow_tip_rack,
48.265,49.645,,right,insert,yellow_pipette,yellow_tip
49.65,50.21,,left,close,yellow_tip_rack,
50.455000000000005,51.205000000000005,,left,take,micro_tube,micro_tube_rack
51.405,52.445,,right,open,micro_tube,
52.85,53.690000000000005,,right,insert,yellow_pipette,micro_tube
52.99,53.59,,right,press,yellow_pipette,
53.690000000000005,54.13,,right,release,yellow_pipette,
54.13,54.53,,right,press,yellow_pipette,
54.53,55.04,,right,release,yellow_pipette,
55.04,55.49,,right,detach,yellow_pipette,micro_tube
55.185,55.760000000000005,,left,close,micro_tube,
55.760000000000005,56.375,,left,put,micro_tube,micro_tube_rack
56.81,57.690000000000005,,left,open,micro_tube,
57.690000000000005,58.39,,left,take,micro_tube,micro_tube_rack
58.38,59.25,,right,insert,yellow_pipette,micro_tube
