start_sec,end_sec,task,hand_side,verb,manipulated_object,affected_object
1.0,7.789999999999999,add_magnetic_beads,,,,
7.859999999999999,13.82,pipetting,,,,
13.829999999999998,23.61,pipetting,,,,
23.615,26.375,vortex,,,,
26.425,33.255,spindown,,,,
33.26,39.16,place_in_magnetic_rack,,,,
39.19,67.38,aspirate_supernatant,,,,
67.41999999999999,87.03,add_wash_buffer,,,,
87.07,96.75999999999999,pipetting,,,,
96.77000000000001,99.94999999999999,vortex,,,,
99.96000000000001,107.63,spindown,,,,
107.66999999999999,110.05000000000001,place_in_magnetic_rack,,,,
110.12,126.73000000000002,aspirate_supernatant,,,,
126.75,141.37,add_70pct_ethanol,,,,
141.43,151.64000000000001,pipetting,,,,
151.66,154.98000000000002,vortex,,,,
155.01000000000002,162.34,spindown,,,,
162.475,164.535,place_in_magnetic_rack,,,,
164.61,185.82,aspirate_supernatant,,,,
185.84,195.13,add_70pct_ethanol,,,,
195.15,205.8,pipetting,,,,
205.88,211.06,vortex,,,,
211.12,217.48000000000002,spindown,,,,
217.685,219.535,place_in_magnetic_rack,,,,
219.602,238.68,aspirate_supernatant,,,,
238.68,252.72199999999998,add_sterile_water,,,,
252.79399999999998,263.336,pipetting,,,,
263.379,267.65000000000003,vortex,,,,
267.722,275.17900000000003,spindown,,,,
275.17900000000003,278.308,place_in_magnetic_rack,,,,
278.736,304.594,transfer_supernatant_to_empty_tube,,,,
1.08,1.9100000000000001,,right,take,yellow_pipette,
1.92,3.38,,left,open,yellow_tip_rack,
3.26,4.37,,right,insert,yellow_pipette,yellow_tip
4.37,5.039999999999999,,left,close,yellow_tip_rack,
5.41,6.16,,left,take,micro_tube,micro_tube_rack
6.699999999999999,7.5600000000000005,,right,open,micro_tube,
7.994999999999999,8.93,,right,insert,yellow_pipette,micro_tube
8.02,8.54,,right,press,yellow_pipette,
8.93,9.31,,right,release,yellow_pipette,
9.32,9.469999999999999,,right,press,yellow_pipette,
9.469999999999999,9.58,,right,release,yellow_pipette,
9.58,9.73,,right,press,yellow_pipette,
9.73,9.879999999999999,,right,release,yellow_pipette,
9.879999999999999,10.08,,right,press,yellow_pipette,
10.08,10.2,,right,release,yellow_pipette,
10.2,10.39,,right,press,yellow_pipette,
10.39,10.52,,right,release,yellow_pipette,
10.52,10.67,,right,press,yellow_pipette,
10.68,10.79,,right,release,yellow_pipette,
10.799999999999999,10.93,,right,press,yellow_pipette,
10.93,11.049999999999999,,right,release,yellow_pipette,
11.049999999999999,11.219999999999999,,right,press,yellow_pipette,
11.219999999999999,11.35,,right,release,yellow_pipette,
11.35,11.57,,right,press,yellow_pipette,
11.57,11.7,,right,release,yellow_pipette,
11.7,11.79,,right,press,yellow_pipette,
11.799999999999999,12.29,,right,release,yellow_pipette,
12.29,12.58,,right,detach,yellow_pipette,micro_tube
12.459999999999999,13.07,,left,close,micro_tube,
13.07,13.629999999999999,,left,put,micro_tube,micro_tube_rack
13.919999999999998,14.84,,left,open,micro_tube,
14.989999999999998,15.579999999999998,,left,take,micro_tube,micro_tube_rack
15.629999999999999,16.47,,right,insert,yellow_pipette,micro_tube
16.47,17.75,,right,press,yellow_pipette,
17.75,18.03,,right,release,yellow_pipette,
18.03,18.32,,right,press,yellow_pipette,
18.32,18.56,,right,release,yellow_pipette,
18.57,18.81,,right,press,yellow_pipette,
18.81,19.0,,right,release,yellow_pipette,
19.0,19.19,,right,press,yellow_pipette,
19.19,19.35,,right,release,yellow_pipette,
19.36,19.52,,right,press,yellow_pipette,
19.53,19.69,,right,release,yellow_pipette,
19.7,19.84,,right,press,yellow_pipette,
19.84,19.93,,right,release,yellow_pipette,
19.94,20.1,,right,press,yellow_pipette,
20.11,20.19,,right,release,yellow_pipette,
20.19,20.38,,right,press,yellow_pipette,
20.38,20.48,,right,release,yellow_pipette,
20.48,20.85,,right,press,yellow_pipette,
20.85,21.28,,right,detach,yellow_pipette,micro_tube
21.15,22.24,,left,close,micro_tube,
21.28,21.58,,right,release,yellow_pipette,
21.58,22.28,,right,eject,yellow_pipette,yellow_tip
22.28,22.93,,right,put,yellow_pipette,
22.97,23.47,,right,take,micro_tube,left_hand
22.97,23.47,,left,put,micro_tube,right_hand
23.68,24.2,,right,put,micro_tube,vortex_mixer
25.759999999999998,26.36,,right,take,micro_tube,vortex_mixer
26.49,27.3,,right,put,micro_tube,centrifuge
27.52,28.5,,right,close,centrifuge,
30.68,31.950000000000003,,right,open,centrifuge,
