start_sec,end_sec,task,hand_side,verb,manipulated_object,affected_object
1.0,49.62,transfer_sample_to_8_tube_stripes,,,,
51.0,87.4,transfer_pcrmix_to_8_tube_stripes,,,,
87.4,125.6,transfer_forward_primer_to_8_tube_stripes,,,,
125.6,162.97,transfer_reverse_primer_to_8_tube_stripes,,,,
163.0,197.9,transfer_template_dna_to_8_tube_stripes,,,,
197.9,231.3,transfer_water_to_8_tube_stripes,,,,
231.3,241.3,close_8_tube_stripes_lid,,,,
241.3,250.2,vortex_8_tube_stripes,,,,
250.2,255.0,spindown_8_tube_stripes,,,,
255.0,260.0,load_8_tube_stripes_to_pcr_machine,,,,
1.5999999999999996,6.4399999999999995,,right,open,8_tube_stripes,
6.4399999999999995,6.699999999999999,,right,take,8_tube_stripes_lid,8_tube_stripes
8.14,9.0,,right,put,8_tube_stripes_lid,
9.1,9.6,,right,take,red_pipette,
9.6,11.8,,left,open,red_tip_rack,
10.85,13.36,,right,insert,red_pipette,red_tip
13.5,14.989999999999998,,left,close,red_tip_rack,
15.2,16.0,,left,take,micro_tube,micro_tube_rack
16.6,18.3,,left,open,micro_tube,
18.56,19.69,,right,insert,red_pipette,micro_tube
18.64,19.2,,right,press,red_pipette,
19.72,20.07,,right,release,red_pipette,
20.27,20.47,,right,detach,red_pipette,micro_tube
20.67,21.37,,right,insert,red_pipette,8_tube_stripes
21.37,21.86,,right,press,red_pipette,
21.98,22.23,,right,detach,red_pipette,8_tube_stripes
22.37,23.01,,right,insert,red_pipette,micro_tube
23.18,23.73,,right,release,red_pipette,
23.87,24.14,,right,detach,red_pipette,micro_tube
24.27,24.67,,right,insert,red_pipette,8_tube_stripes
24.67,25.13,,right,press,red_pipette,
25.24,25.46,,right,detach,red_pipette,8_tube_stripes
25.63,26.02,,right,insert,red_pipette,micro_tube
26.2,26.63,,right,release,red_pipette,
26.75,27.01,,right,detach,red_pipette,micro_tube
27.06,27.6,,right,insert,red_pipette,8_tube_stripes
27.6,28.02,,right,press,red_pipette,
28.13,28.39,,right,detach,red_pipette,8_tube_stripes
28.48,29.009999999999998,,right,insert,red_pipette,micro_tube
29.18,29.590000000000003,,right,release,red_pipette,
29.64,29.92,,right,detach,red_pipette,micro_tube
30.0,30.53,,right,insert,red_pipette,8_tube_stripes
30.53,30.939999999999998,,right,press,red_pipette,
31.049999999999997,31.35,,right,detach,red_pipette,8_tube_stripes
31.450000000000003,32.1,,right,insert,red_pipette,micro_tube
32.1,32.53,,right,release,red_pipette,
32.72,32.93,,right,detach,red_pipette,micro_tube
33.04,33.56,,right,insert,red_pipette,8_tube_stripes
