start_sec,end_sec,task,hand_side,verb,manipulated_object,affected_object
1.0,23.01,add_binding_buffer,,,,
23.21,42.28,add_70pct_ethanol,,,,
42.28,44.38,vortex,,,,
44.4,50.0,spindown,,,,
50.03,93.74,transfer_sample_tube_to_spin_column_tube,,,,
93.79,102.39,spindown,,,,
102.42,119.82,dispense_solution,,,,
119.89,151.0,add_wash_buffer,,,,
151.17,158.01,spindown,,,,
158.3,171.08,dispense_solution,,,,
171.12,187.59,add_wash_buffer,,,,
187.76,194.0,spindown,,,,
194.19,209.22,dispense_solution,,,,
209.99,225.87,detach_spin_column_and_insert_to_new_tube,,,,
225.91,247.34,add_extract,,,,
247.46,256.48,spindown,,,,
256.72,266.2,dispense_spin_column,,,,
1.0,2.1900000000000004,,right,take,yellow_pipette,
3.0199999999999996,4.31,,left,open,yellow_tip_rack,
4.21,5.609999999999999,,right,insert,yellow_pipette,yellow_tip
5.32,6.27,,left,close,yellow_tip_rack,
6.779999999999999,7.41,,left,take,micro_tube,micro_tube_rack
7.52,8.11,,right,take,micro_tube,left_hand
7.52,8.11,,left,put,micro_tube,right_hand
8.15,8.87,,left,open,micro_tube,
8.87,9.21,,right,put,micro_tube,left_hand
8.87,9.21,,left,take,micro_tube,right_hand
9.31,10.4,,left,put,micro_tube,micro_tube_rack
10.56,13.030000000000001,,left,open,micro_tube,
13.530000000000001,15.27,,left,take,micro_tube,micro_tube_rack
14.420000000000002,15.84,,right,insert,yellow_pipette,micro_tube
14.43,14.829999999999998,,right,press,yellow_pipette,
15.84,16.6,,right,release,yellow_pipette,
16.6,17.18,,right,detach,yellow_pipette,micro_tube
16.87,17.57,,left,put,micro_tube,micro_tube_rack
17.695,18.455,,left,open,micro_tube,
18.57,19.67,,right,insert,yellow_pipette,micro_tube
18.61,19.44,,left,take,micro_tube,micro_tube_rack
19.67,20.71,,right,press,yellow_pipette,
20.71,21.26,,right,detach,yellow_pipette,micro_tube
21.03,21.82,,left,put,micro_tube,micro_tube_rack
21.37,21.77,,right,release,yellow_pipette,
22.01,22.87,,right,eject,yellow_pipette,yellow_tip
23.52,24.58,,left,open,yellow_tip_rack,
24.38,25.6,,right,insert,yellow_pipette,yellow_tip
25.38,26.17,,left,close,yellow_tip_rack,
26.38,27.13,,left,take,micro_tube,micro_tube_rack
27.22,27.95,,right,take,micro_tube,left_hand
27.22,27.95,,left,put,micro_tube,right_hand
27.99,28.49,,left,open,micro_tube,
28.5,28.94,,right,put,micro_tube,left_hand
28.5,28.94,,left,take,micro_tube,right_hand
