start_sec,end_sec,task,hand_side,verb,manipulated_object,affected_object
1.0,26.29,add_binding_buffer,,,,
26.549999999999997,46.739999999999995,add_70pct_ethanol,,,,
46.739999999999995,50.8,vortex,,,,
50.809999999999995,61.01,spindown,,,,
62.02,111.0,transfer_sample_tube_to_spin_column_tube,,,,
111.0,122.36,spindown,,,,
122.55,133.01999999999998,dispense_solution,,,,
133.31,166.88,add_wash_buffer,,,,
166.94,175.66,spindown,,,,
175.73,185.60999999999999,dispense_solution,,,,
185.60999999999999,206.45,add_wash_buffer,,,,
206.51,214.76999999999998,spindown,,,,
214.79999999999998,223.32999999999998,dispense_solution,,,,
223.32999999999998,249.74,add_wash_buffer,,,,
249.75,257.87,spindown,,,,
257.95,267.78,dispense_solution,,,,
267.92,273.21999999999997,detach_spin_column_and_insert_to_new_tube,,,,
273.21999999999997,305.96999999999997,add_extract,,,,
306.01,313.69,spindown,,,,
313.84,321.03,dispense_spin_column,,,,
1.2300000000000004,2.3100000000000005,,right,take,yellow_pipette,
2.869999999999999,3.2799999999999994,,right,take,blue_pipette,
3.3100000000000005,3.9299999999999997,,right,put,blue_pipette,
4.51,5.379999999999999,,left,open,yellow_tip_rack,
5.390000000000001,7.08,,right,insert,yellow_pipette,yellow_tip
7.08,8.01,,left,close,yellow_tip_rack,
8.73,9.94,,left,take,micro_tube,micro_tube_rack
10.020000000000001,11.83,,left,open,micro_tube,
12.01,13.35,,right,insert,yellow_pipette,micro_tube
12.020000000000001,12.459999999999999,,right,press,yellow_pipette,
13.360000000000001,14.26,,right,release,yellow_pipette,
14.270000000000001,15.249999999999998,,right,detach,yellow_pipette,micro_tube
15.180000000000001,16.159999999999997,,left,close,micro_tube,
16.25,17.240000000000002,,left,put,micro_tube,micro_tube_rack
17.32,18.119999999999997,,left,take,micro_tube,micro_tube_rack
18.200000000000003,19.53,,left,open,micro_tube,
20.009999999999998,21.33,,right,insert,yellow_pipette,micro_tube
21.33,22.17,,right,press,yellow_pipette,
22.17,23.310000000000002,,right,detach,yellow_pipette,micro_tube
23.04,23.32,,right,release,yellow_pipette,
23.240000000000002,24.159999999999997,,left,close,micro_tube,
24.299999999999997,25.18,,left,put,micro_tube,micro_tube_rack
25.4,26.159999999999997,,right,eject,yellow_pipette,yellow_tip
26.619999999999997,27.72,,left,open,yellow_tip_rack,
27.46,28.68,,right,insert,yellow_pipette,yellow_tip
28.57,29.21,,left,close,yellow_tip_rack,
30.18,31.129999999999995,,left,take,micro_tube,micro_tube_rack
31.58,33.12,,left,open,micro_tube,
33.32,33.65,,right,press,yellow_pipette,
33.33,34.25,,right,insert,yellow_pipette,micro_tube
34.25,35.01,,right,release,yellow_pipette,
35.01,35.94,,right,detach,yellow_pipette,micro_tube
35.83,36.53,,left,close,micro_tube,
36.71,38.0,,left,put,micro_tube,micro_tube_rack
38.019999999999996,38.78,,left,take,micro_tube,micro_tube_rack
38.839999999999996,40.14,,left,open,micro_tube,
40.36,41.35,,right,insert,yellow_pipette,micro_tube
41.36,42.3,,right,press,yellow_pipette,
42.3,42.83,,right,detach,yellow_pipette,micro_tube
42.69,43.059999999999995,,right,release,yellow_pipette,
42.83,43.71,,left,close,micro_tube,
43.57,44.269999999999996,,right,eject,yellow_pipette,yellow_tip
44.5,45.98,,right,put,yellow_pipette,
46.08,46.66,,right,take,micro_tube,left_hand
46.08,46.66,,left,put,micro_tube,right_hand
46.879999999999995,47.75,,right,put,micro_tube,vortex_mixer
50.01,50.739999999999995,,right,take,micro_tube,vortex_mixer
50.919999999999995,51.559999999999995,,right,put,micro_tube,centrifuge
51.87,52.75,,right,close,centrifuge,
55.43,56.76,,right,open,centrifuge,
56.879999999999995,58.88,,right,take,micro_tube,centrifuge
59.419999999999995,60.82,,right,put,micro_tube,micro_tube_rack
62.46,63.529999999999994,,right,take,yellow_pipette,
63.35,64.55000000000001,,left,open,yellow_tip_rack,
