start_sec,end_sec,task,hand_side,verb,manipulated_object,affected_object
1.0,25.17,add_binding_buffer,,,,
25.3,43.35,add_70pct_ethanol,,,,
43.45,46.7,vortex,,,,
46.7,54.8,spindown,,,,
54.8,78.95,transfer_sample_tube_to_spin_column_tube,,,,
79.1,94.8,spindown,,,,
94.8,107.29,dispense_solution,,,,
107.33,134.88,add_wash_buffer,,,,
134.99,146.0,spindown,,,,
146.0,155.69,dispense_solution,,,,
155.7,176.2,add_wash_buffer,,,,
176.2,182.87,spindown,,,,
182.95,190.819,dispense_solution,,,,
190.819,200.6,detach_spin_column_and_insert_to_new_tube,,,,
200.6,223.0,add_extract,,,,
223.0,234.6,spindown,,,,
234.6,241.52,dispense_spin_column,,,,
1.7699999999999996,2.8,,right,take,yellow_pipette,
3.0,4.85,,left,open,yellow_tip_rack,
4.75,6.18,,right,insert,yellow_pipette,yellow_tip
7.5,9.2,,left,take,micro_tube,micro_tube_rack
9.6,11.13,,left,open,micro_tube,
11.6,12.98,,right,insert,yellow_pipette,micro_tube
11.87,12.62,,right,press,yellow_pipette,
13.21,13.850000000000001,,right,release,yellow_pipette,
13.850000000000001,14.2,,right,detach,yellow_pipette,micro_tube
14.2,15.07,,left,close,micro_tube,
15.2,16.48,,left,put,micro_tube,micro_tube_rack
16.5,16.99,,left,take,micro_tube,micro_tube_rack
17.5,18.91,,left,open,micro_tube,
19.35,20.57,,right,insert,yellow_pipette,micro_tube
20.97,21.66,,right,press,yellow_pipette,
21.92,22.3,,right,detach,yellow_pipette,micro_tube
22.4,23.0,,left,close,micro_tube,
23.0,23.9,,left,put,micro_tube,micro_tube_rack
23.9,24.27,,right,release,yellow_pipette,
24.3,25.06,,right,eject,yellow_pipette,yellow_tip
25.3,26.84,,right,insert,yellow_pipette,yellow_tip
26.9,27.7,,left,take,micro_tube,micro_tube_rack
27.7,29.11,,left,open,micro_tube,
29.25,30.25,,right,insert,yellow_pipette,micro_tube
29.4,29.869999999999997,,right,press,yellow_pipette,
30.409999999999997,30.909999999999997,,right,release,yellow_pipette,
31.04,31.35,,right,detach,yellow_pipette,micro_tube
31.46,31.9,,left,close,micro_tube,
32.0,33.46,,left,put,micro_tube,micro_tube_rack
33.5,34.3,,left,take,micro_tube,micro_tube_rack
34.4,35.46,,left,open,micro_tube,
35.79,36.87,,right,insert,yellow_pipette,micro_tube
37.06,37.8,,right,press,yellow_pipette,
37.8,38.1,,right,detach,yellow_pipette,micro_tube
38.21,38.95,,left,close,micro_tube,
38.7,39.1,,right,release,yellow_pipette,
39.22,39.89,,right,eject,yellow_pipette,yellow_tip
40.03,40.92,,right,put,yellow_pipette,
41.1,42.69,,right,close,yellow_tip_rack,
42.68,43.02,,left,put,micro_tube,right_hand
42.88,43.33,,right,take,micro_tube,left_hand
43.54,44.18,,right,put,micro_tube,vortex_mixer
46.14,46.7,,right,take,micro_tube,vortex_mixer
46.7,47.91,,right,put,micro_tube,centrifuge
48.4,49.45,,right,close,centrifuge,
50.75,52.02,,right,open,centrifuge,
