start_sec,end_sec,task,hand_side,verb,manipulated_object,affected_object
1.0,61.019999999999996,transfer_sample_to_8_tube_stripes,,,,
61.2,113.7,transfer_pcrmix_to_8_tube_stripes,,,,
113.7,138.73,transfer_forward_primer_to_8_tube_stripes,,,,
138.8,164.07,transfer_reverse_primer_to_8_tube_stripes,,,,
164.2,192.84,transfer_template_dna_to_8_tube_stripes,,,,
192.9,221.21,transfer_water_to_8_tube_stripes,,,,
221.5,226.51,close_8_tube_stripes_lid,,,,
226.6,234.57,vortex_8_tube_stripes,,,,
234.6,241.92,spindown_8_tube_stripes,,,,
242.0,245.5,load_8_tube_stripes_to_pcr_machine,,,,
2.5999999999999996,5.1,,right,open,red_tip_rack,
6.1,10.79,,right,open,8_tube_stripes,
10.79,11.08,,right,take,8_tube_stripes_lid,8_tube_stripes
12.0,13.399999999999999,,right,put,8_tube_stripes_lid,8_tube_stripes_rack
13.43,14.3,,right,take,red_pipette,
14.0,15.010000000000002,,left,take,micro_tube,micro_tube_rack
15.559999999999999,17.9,,right,insert,red_pipette,red_tip
18.0,19.4,,left,open,micro_tube,
19.58,21.24,,right,insert,red_pipette,micro_tube
19.63,20.01,,right,press,red_pipette,
21.46,21.95,,right,release,red_pipette,
22.23,22.67,,right,detach,red_pipette,micro_tube
22.87,24.44,,right,insert,red_pipette,8_tube_stripes
24.44,25.2,,right,press,red_pipette,
25.31,25.7,,right,detach,red_pipette,8_tube_stripes
25.49,25.88,,right,release,red_pipette,
25.96,26.91,,right,insert,red_pipette,micro_tube
26.0,26.5,,right,press,red_pipette,
26.91,27.5,,right,release,red_pipette,
27.58,27.85,,right,detach,red_pipette,micro_tube
27.92,28.66,,right,insert,red_pipette,8_tube_stripes
28.89,29.36,,right,press,red_pipette,
29.65,30.189999999999998,,right,detach,red_pipette,8_tube_stripes
29.68,30.08,,right,release,red_pipette,
30.35,31.29,,right,insert,red_pipette,micro_tube
30.479999999999997,30.92,,right,press,red_pipette,
31.35,31.9,,right,release,red_pipette,
31.979999999999997,32.33,,right,detach,red_pipette,micro_tube
32.46,33.2,,right,insert,red_pipette,8_tube_stripes
33.3,33.9,,right,press,red_pipette,
34.01,34.5,,right,release,red_pipette,
34.14,34.59,,right,detach,red_pipette,8_tube_stripes
34.69,35.16,,right,press,red_pipette,
34.76,35.5,,right,insert,red_pipette,micro_tube
35.5,36.09,,right,release,red_pipette,
36.24,36.57,,right,detach,red_pipette,micro_tube
36.69,37.58,,right,insert,red_pipette,8_tube_stripes
37.58,38.1,,right,press,red_pipette,
38.16,38.71,,right,release,red_pipette,
38.44,38.86,,right,detach,red_pipette,8_tube_stripes
39.01,39.45,,right,press,red_pipette,
39.02,39.74,,right,insert,red_pipette,micro_tube
39.9,40.6,,right,release,red_pipette,
40.6,40.94,,right,detach,red_pipette,micro_tube
41.1,41.68,,right,insert,red_pipette,8_tube_stripes
41.89,42.32,,right,press,red_pipette,
42.62,43.17,,right,detach,red_pipette,8_tube_stripes
42.67,43.23,,right,release,red_pipette,
