start_sec,end_sec,task,hand_side,verb,manipulated_object,affected_object
1.0,48.8,transfer_sample_to_8_tube_stripes,,,,
60.989999999999995,103.38,transfer_pcrmix_to_8_tube_stripes,,,,
113.55,152.98,transfer_forward_primer_to_8_tube_stripes,,,,
166.02,205.56,transfer_reverse_primer_to_8_tube_stripes,,,,
218.02,248.76999999999998,transfer_template_dna_to_8_tube_stripes,,,,
255.99,288.71,transfer_water_to_8_tube_stripes,,,,
292.99,300.66,close_8_tube_stripes_lid,,,,
303.56,320.59,vortex_8_tube_stripes,,,,
324.01,334.34,spindown_8_tube_stripes,,,,
338.0,343.36,load_8_tube_stripes_to_pcr_machine,,,,
2.0,2.91,,left,take,yellow_pipette,
3.3999999999999986,5.879999999999999,,right,open,yellow_tip_rack,
5.875,6.734999999999999,,left,insert,yellow_pipette,yellow_tip
6.77,7.550000000000001,,right,close,yellow_tip_rack,
8.75,14.093,,right,open,8_tube_stripes,
14.093,14.405999999999999,,right,take,8_tube_stripes_lid,8_tube_stripes
14.405999999999999,15.565000000000001,,right,put,8_tube_stripes_lid,8_tube_stripes_rack
16.015,16.935,,right,open,micro_tube,
16.97,18.17,,right,take,micro_tube,micro_tube_rack
19.560000000000002,20.799999999999997,,left,insert,yellow_pipette,micro_tube
19.604999999999997,20.305,,left,press,yellow_pipette,
20.909999999999997,21.22,,left,release,yellow_pipette,
21.22,21.5,,left,detach,yellow_pipette,micro_tube
21.619999999999997,22.29,,left,insert,yellow_pipette,8_tube_stripes
22.29,22.700000000000003,,left,press,yellow_pipette,
22.700000000000003,22.950000000000003,,left,detach,yellow_pipette,8_tube_stripes
22.700000000000003,22.950000000000003,,left,release,yellow_pipette,
23.020000000000003,24.0,,left,insert,yellow_pipette,micro_tube
23.11,23.700000000000003,,left,press,yellow_pipette,
24.009999999999998,24.35,,left,release,yellow_pipette,
24.35,24.549999999999997,,left,detach,yellow_pipette,micro_tube
24.659999999999997,25.340000000000003,,left,insert,yellow_pipette,8_tube_stripes
25.340000000000003,25.71,,left,press,yellow_pipette,
25.71,26.07,,left,detach,yellow_pipette,8_tube_stripes
25.71,26.07,,left,release,yellow_pipette,
26.284999999999997,27.229999999999997,,left,insert,yellow_pipette,micro_tube
26.310000000000002,26.82,,left,press,yellow_pipette,
27.229999999999997,27.5,,left,release,yellow_pipette,
27.5,27.71,,left,detach,yellow_pipette,micro_tube
27.82,28.43,,left,insert,yellow_pipette,8_tube_stripes
28.43,28.82,,left,press,yellow_pipette,
28.82,29.189999999999998,,left,detach,yellow_pipette,8_tube_stripes
28.82,29.189999999999998,,left,release,yellow_pipette,
29.299999999999997,30.07,,left,insert,yellow_pipette,micro_tube
29.35,29.810000000000002,,left,press,yellow_pipette,
30.07,30.340000000000003,,left,release,yellow_pipette,
30.340000000000003,30.590000000000003,,left,detach,yellow_pipette,micro_tube
30.71,31.33,,left,insert,yellow_pipette,8_tube_stripes
31.33,31.79,,left,press,yellow_pipette,
31.799999999999997,32.12,,left,detach,yellow_pipette,8_tube_stripes
31.799999999999997,32.12,,left,release,yellow_pipette,
32.175,32.81,,left,insert,yellow_pipette,micro_tube
32.21,32.57,,left,press,yellow_pipette,
32.81,33.08,,left,release,yellow_pipette,
33.08,33.37,,left,detach,yellow_pipette,micro_tube
33.54,34.07,,left,insert,yellow_pipette,8_tube_stripes
34.08,34.42,,left,press,yellow_pipette,
34.425,34.765,,left,detach,yellow_pipette,8_tube_stripes
34.425,34.765,,left,release,yellow_pipette,
34.82,35.6,,left,insert,yellow_pipette,micro_tube
34.87,35.25,,left,press,yellow_pipette,
35.63,35.87,,left,release,yellow_pipette,
35.87,36.1,,left,detach,yellow_pipette,micro_tube
36.14,36.88,,left,insert,yellow_pipette,8_tube_stripes
36.88,37.14,,left,press,yellow_pipette,
37.14,37.5,,left,detach,yellow_pipette,8_tube_stripes
