start_sec,end_sec,task,hand_side,verb,manipulated_object,affected_object
1.0,63.17,transfer_sample_to_8_tube_stripes,,,,
63.739999999999995,116.21,transfer_pcrmix_to_8_tube_stripes,,,,
116.23,157.45000000000002,transfer_forward_primer_to_8_tube_stripes,,,,
157.46,197.13000000000002,transfer_reverse_primer_to_8_tube_stripes,,,,
197.16000000000003,235.68,transfer_template_dna_to_8_tube_stripes,,,,
235.73000000000002,272.58,transfer_water_to_8_tube_stripes,,,,
273.22999999999996,291.03999999999996,close_8_tube_stripes_lid,,,,
291.08,301.82,vortex_8_tube_stripes,,,,
304.58,318.15,spindown_8_tube_stripes,,,,
319.53999999999996,322.59999999999997,load_8_tube_stripes_to_pcr_machine,,,,
1.1500000000000004,3.2799999999999994,,right,open,8_tube_stripes,
3.2799999999999994,3.5600000000000005,,right,take,8_tube_stripes_lid,8_tube_stripes
4.52,5.17,,right,put,8_tube_stripes_lid,left_hand
4.52,5.17,,left,take,8_tube_stripes_lid,right_hand
5.27,5.91,,left,put,8_tube_stripes_lid,
5.49,6.32,,right,take,red_pipette,
6.109999999999999,7.73,,left,open,red_tip_rack,
7.550000000000001,9.3,,right,insert,red_pipette,red_tip
9.23,10.19,,left,close,red_tip_rack,
10.49,11.729999999999999,,left,take,micro_tube,micro_tube_rack
12.069999999999999,12.590000000000002,,right,take,micro_tube,left_hand
12.069999999999999,12.590000000000002,,left,put,micro_tube,right_hand
12.590000000000002,12.97,,right,put,micro_tube,left_hand
12.590000000000002,12.97,,left,take,micro_tube,right_hand
12.99,14.1,,right,open,micro_tube,
14.28,15.979999999999999,,right,insert,red_pipette,micro_tube
15.450000000000001,15.97,,right,press,red_pipette,
16.78,17.14,,right,release,red_pipette,
17.14,17.46,,right,press,red_pipette,
17.46,17.71,,right,release,red_pipette,
17.71,18.009999999999998,,right,press,red_pipette,
18.009999999999998,18.560000000000002,,right,release,red_pipette,
18.560000000000002,19.049999999999997,,right,detach,red_pipette,micro_tube
19.15,20.46,,right,insert,red_pipette,8_tube_stripes
20.46,21.83,,right,press,red_pipette,
21.83,22.240000000000002,,right,release,red_pipette,
22.240000000000002,22.479999999999997,,right,detach,red_pipette,8_tube_stripes
22.479999999999997,23.71,,right,insert,red_pipette,micro_tube
22.869999999999997,23.36,,right,press,red_pipette,
23.71,24.29,,right,release,red_pipette,
